 -0.178870  0.487905 -0.449810 -0.431178  0.343074  0.535900 -0.523905  0.069480
  0.074457 -0.026482  0.052030  0.047061 -0.033968 -0.127663  0.132212 -0.190656
  0.123611  0.230282 -0.190656  0.123611 -0.127663  0.132212 -0.261825  0.020723
  0.060823  0.091698 -0.038040  0.050286  0.095808 -0.279551 -0.087992  0.085179
  0.042349  0.066906  0.590892 -0.497386  0.108836  0.108407 -0.245558  0.130366
 -0.048556  0.152197 -0.376848  0.160301 -0.178870  0.487905 -0.449810 -0.431178
  0.343074  0.535900 -0.523905  0.069480  0.074457 -0.026482  0.052030  0.047061
 -0.033968 -0.127663  0.132212 -0.190656  0.123611  0.230282 -0.190656  0.123611
 -0.127663  0.132212 -0.261825  0.020723  0.060823  0.091698 -0.038040  0.050286
  0.095808 -0.279551 -0.087992  0.085179  0.042349  0.066906  0.590892 -0.497386
  0.108836  0.108407 -0.245558  0.130366 -0.048556  0.152197 -0.376848  0.160301
